match_id,game_number,match_winner,map_name,total_time_match,stage_class,map_class
39282,2,Seoul Dynasty,Hollywood,5160,Tournament,Hybrid
39282,3,Seoul Dynasty,Circuit royal,5160,Tournament,Escort
39282,4,Seoul Dynasty,New Queen Street,5160,Tournament,Push
39282,5,Seoul Dynasty,Oasis,5160,Tournament,Control
39265,1,Dallas Fuel,Lijiang Tower,4080,Tournament,Control
39265,2,Dallas Fuel,Paraíso,4080,Tournament,Hybrid
39265,3,Dallas Fuel,Circuit royal,4080,Tournament,Escort
39265,4,Dallas Fuel,New Queen Street,4080,Tournament,Push
39273,1,San Francisco Shock,Lijiang Tower,4440,Tournament,Control
39273,2,San Francisco Shock,Hollywood,4440,Tournament,Hybrid
39273,3,San Francisco Shock,Circuit royal,4440,Tournament,Escort
39273,4,San Francisco Shock,New Queen Street,4440,Tournament,Push
39274,1,Florida Mayhem,Lijiang Tower,3480,Tournament,Control
39274,2,Florida Mayhem,Paraíso,3480,Tournament,Hybrid
39274,3,Florida Mayhem,Circuit royal,3480,Tournament,Escort
39271,1,Toronto Defiant,Lijiang Tower,4980,Tournament,Control
39271,2,Toronto Defiant,Paraíso,4980,Tournament,Hybrid
39271,3,Toronto Defiant,Circuit royal,4980,Tournament,Escort
39271,4,Toronto Defiant,Colosseo,4980,Tournament,Push
39286,1,Philadelphia Fusion,Lijiang Tower,3240,Tournament,Control
39286,2,Philadelphia Fusion,Hollywood,3240,Tournament,Hybrid
39286,3,Philadelphia Fusion,Circuit royal,3240,Tournament,Escort
39272,1,Toronto Defiant,Busan,4500,Tournament,Control
39272,2,Toronto Defiant,Hollywood,4500,Tournament,Hybrid
39272,3,Toronto Defiant,Circuit royal,4500,Tournament,Escort
39272,4,Toronto Defiant,New Queen Street,4500,Tournament,Push
39269,1,Florida Mayhem,Oasis,6360,Tournament,Control
39269,2,Florida Mayhem,Midtown,6360,Tournament,Hybrid
39269,3,Florida Mayhem,Watchpoint: Gibraltar,6360,Tournament,Escort
39269,4,Florida Mayhem,Colosseo,6360,Tournament,Push
39269,5,Florida Mayhem,Ilios,6360,Tournament,Control
39266,1,Dallas Fuel,Lijiang Tower,3660,Tournament,Control
39266,2,Dallas Fuel,Hollywood,3660,Tournament,Hybrid
39266,3,Dallas Fuel,Circuit royal,3660,Tournament,Escort
39270,1,Toronto Defiant,Lijiang Tower,5400,Tournament,Control
39270,2,Toronto Defiant,Paraíso,5400,Tournament,Hybrid
39270,3,Toronto Defiant,Circuit royal,5400,Tournament,Escort
39270,4,Toronto Defiant,Colosseo,5400,Tournament,Push
39270,5,Toronto Defiant,Oasis,5400,Tournament,Control
39285,1,Seoul Dynasty,Nepal,4920,Tournament,Control
39285,2,Seoul Dynasty,Paraíso,4920,Tournament,Hybrid
39285,3,Seoul Dynasty,Circuit royal,4920,Tournament,Escort
39285,4,Seoul Dynasty,Colosseo,4920,Tournament,Push
39284,1,Shanghai Dragons,Oasis,6780,Tournament,Control
39284,2,Shanghai Dragons,Midtown,6780,Tournament,Hybrid
39284,3,Shanghai Dragons,Dorado,6780,Tournament,Escort
39284,4,Shanghai Dragons,Colosseo,6780,Tournament,Push
39284,5,Shanghai Dragons,Busan,6780,Tournament,Control
39284,6,Shanghai Dragons,Circuit royal,6780,Tournament,Escort
39268,1,San Francisco Shock,Nepal,4320,Tournament,Control
39268,2,San Francisco Shock,Hollywood,4320,Tournament,Hybrid
39268,3,San Francisco Shock,Dorado,4320,Tournament,Escort
39268,4,San Francisco Shock,Colosseo,4320,Tournament,Push
39267,1,Dallas Fuel,Lijiang Tower,5040,Tournament,Control
39267,2,Dallas Fuel,Hollywood,5040,Tournament,Hybrid
39267,3,Dallas Fuel,Dorado,5040,Tournament,Escort
39267,4,Dallas Fuel,Colosseo,5040,Tournament,Push
39291,1,Boston Uprising,Oasis,4140,Qualifiers,Control
39291,2,Boston Uprising,Eichenwalde,4140,Qualifiers,Hybrid
39291,3,Boston Uprising,Route 66,4140,Qualifiers,Escort
39291,4,Boston Uprising,Colosseo,4140,Qualifiers,Push
39292,1,Dallas Fuel,Lijiang Tower,4140,Qualifiers,Control
39292,2,Dallas Fuel,King's Row,4140,Qualifiers,Hybrid
39292,3,Dallas Fuel,Route 66,4140,Qualifiers,Escort
39292,4,Dallas Fuel,New Queen Street,4140,Qualifiers,Push
39293,1,Atlanta Reign,Nepal,5220,Qualifiers,Control
39293,2,Atlanta Reign,Paraíso,5220,Qualifiers,Hybrid
39293,3,Atlanta Reign,Circuit royal,5220,Qualifiers,Escort
39293,4,Atlanta Reign,Colosseo,5220,Qualifiers,Push
39293,5,Atlanta Reign,Ilios,5220,Qualifiers,Control
39330,1,Chengdu Hunters,Nepal,4440,Qualifiers,Control
39330,2,Chengdu Hunters,Paraíso,4440,Qualifiers,Hybrid
39330,3,Chengdu Hunters,Junkertown,4440,Qualifiers,Escort
39330,4,Chengdu Hunters,Colosseo,4440,Qualifiers,Push
39331,1,Seoul Dynasty,Lijiang Tower,3900,Qualifiers,Control
39331,2,Seoul Dynasty,Eichenwalde,3900,Qualifiers,Hybrid
39331,3,Seoul Dynasty,Route 66,3900,Qualifiers,Escort
39294,1,London Spitfire,Ilios,4980,Qualifiers,Control
39294,2,London Spitfire,Eichenwalde,4980,Qualifiers,Hybrid
39294,3,London Spitfire,Dorado,4980,Qualifiers,Escort
39294,4,London Spitfire,New Queen Street,4980,Qualifiers,Push
39295,1,Los Angeles Gladiators,Lijiang Tower,4980,Qualifiers,Control
39295,2,Los Angeles Gladiators,King's Row,4980,Qualifiers,Hybrid
39295,3,Los Angeles Gladiators,Route 66,4980,Qualifiers,Escort
39295,4,Los Angeles Gladiators,Colosseo,4980,Qualifiers,Push
39296,1,New York Excelsior,Oasis,5280,Qualifiers,Control
39296,2,New York Excelsior,King's Row,5280,Qualifiers,Hybrid
39296,3,New York Excelsior,Dorado,5280,Qualifiers,Escort
39296,4,New York Excelsior,Colosseo,5280,Qualifiers,Push
39296,5,New York Excelsior,Nepal,5280,Qualifiers,Control
39332,1,Seoul Dynasty,Ilios,3240,Qualifiers,Control
39332,2,Seoul Dynasty,Paraíso,3240,Qualifiers,Hybrid
39332,3,Seoul Dynasty,Junkertown,3240,Qualifiers,Escort
39333,1,Chengdu Hunters,Lijiang Tower,6600,Qualifiers,Control
39333,2,Chengdu Hunters,King's Row,6600,Qualifiers,Hybrid
39333,3,Chengdu Hunters,Circuit royal,6600,Qualifiers,Escort
39333,4,Chengdu Hunters,New Queen Street,6600,Qualifiers,Push
39333,5,Chengdu Hunters,Oasis,6600,Qualifiers,Control
39334,1,Los Angeles Valiant,Oasis,5640,Qualifiers,Control
39334,2,Los Angeles Valiant,Paraíso,5640,Qualifiers,Hybrid
39334,3,Los Angeles Valiant,Junkertown,5640,Qualifiers,Escort
39334,4,Los Angeles Valiant,Colosseo,5640,Qualifiers,Push
39334,5,Los Angeles Valiant,Nepal,5640,Qualifiers,Control
39297,1,London Spitfire,Busan,4620,Qualifiers,Control
39297,2,London Spitfire,Paraíso,4620,Qualifiers,Hybrid
39297,3,London Spitfire,Junkertown,4620,Qualifiers,Escort
39297,4,London Spitfire,Colosseo,4620,Qualifiers,Push
39298,1,Washington Justice,Oasis,5460,Qualifiers,Control
39298,2,Washington Justice,Eichenwalde,5460,Qualifiers,Hybrid
39298,3,Washington Justice,Dorado,5460,Qualifiers,Escort
39298,4,Washington Justice,New Queen Street,5460,Qualifiers,Push
39298,5,Washington Justice,Nepal,5460,Qualifiers,Control
39299,1,Boston Uprising,Nepal,3900,Qualifiers,Control
39299,2,Boston Uprising,Paraíso,3900,Qualifiers,Hybrid
39299,3,Boston Uprising,Junkertown,3900,Qualifiers,Escort
39335,1,Guangzhou Charge,Nepal,5820,Qualifiers,Control
39335,2,Guangzhou Charge,King's Row,5820,Qualifiers,Hybrid
39335,3,Guangzhou Charge,Route 66,5820,Qualifiers,Escort
39335,4,Guangzhou Charge,New Queen Street,5820,Qualifiers,Push
39335,5,Guangzhou Charge,Ilios,5820,Qualifiers,Control
39336,1,Philadelphia Fusion,Nepal,4980,Qualifiers,Control
39336,2,Philadelphia Fusion,King's Row,4980,Qualifiers,Hybrid
39336,3,Philadelphia Fusion,Dorado,4980,Qualifiers,Escort
39336,4,Philadelphia Fusion,Colosseo,4980,Qualifiers,Push
39300,1,Atlanta Reign,Ilios,3540,Qualifiers,Control
39300,2,Atlanta Reign,King's Row,3540,Qualifiers,Hybrid
39300,3,Atlanta Reign,Circuit royal,3540,Qualifiers,Escort
39301,1,Dallas Fuel,Nepal,2640,Qualifiers,Control
39301,2,Dallas Fuel,Paraíso,2640,Qualifiers,Hybrid
39301,3,Dallas Fuel,Circuit royal,2640,Qualifiers,Escort
39302,1,Houston Outlaws,Busan,4560,Qualifiers,Control
39302,2,Houston Outlaws,King's Row,4560,Qualifiers,Hybrid
39302,3,Houston Outlaws,Route 66,4560,Qualifiers,Escort
39302,4,Houston Outlaws,New Queen Street,4560,Qualifiers,Push
39303,1,Los Angeles Gladiators,Nepal,2640,Qualifiers,Control
39303,2,Los Angeles Gladiators,Eichenwalde,2640,Qualifiers,Hybrid
39303,3,Los Angeles Gladiators,Dorado,2640,Qualifiers,Escort
39337,1,Seoul Dynasty,Busan,4440,Qualifiers,Control
39337,2,Seoul Dynasty,King's Row,4440,Qualifiers,Hybrid
39337,3,Seoul Dynasty,Dorado,4440,Qualifiers,Escort
39337,4,Seoul Dynasty,New Queen Street,4440,Qualifiers,Push
39338,1,Philadelphia Fusion,Busan,4320,Qualifiers,Control
39338,2,Philadelphia Fusion,Eichenwalde,4320,Qualifiers,Hybrid
39338,3,Philadelphia Fusion,Circuit royal,4320,Qualifiers,Escort
39338,4,Philadelphia Fusion,New Queen Street,4320,Qualifiers,Push
39304,1,Los Angeles Gladiators,Oasis,3840,Qualifiers,Control
39304,2,Los Angeles Gladiators,King's Row,3840,Qualifiers,Hybrid
39304,3,Los Angeles Gladiators,Circuit royal,3840,Qualifiers,Escort
39305,1,Dallas Fuel,Ilios,3780,Qualifiers,Control
39305,2,Dallas Fuel,King's Row,3780,Qualifiers,Hybrid
39305,3,Dallas Fuel,Junkertown,3780,Qualifiers,Escort
39306,1,Toronto Defiant,Busan,4800,Qualifiers,Control
39306,2,Toronto Defiant,Paraíso,4800,Qualifiers,Hybrid
39306,3,Toronto Defiant,Junkertown,4800,Qualifiers,Escort
39306,4,Toronto Defiant,New Queen Street,4800,Qualifiers,Push
39339,1,Shanghai Dragons,Lijiang Tower,5100,Qualifiers,Control
39339,2,Shanghai Dragons,Paraíso,5100,Qualifiers,Hybrid
39339,3,Shanghai Dragons,Route 66,5100,Qualifiers,Escort
39339,4,Shanghai Dragons,New Queen Street,5100,Qualifiers,Push
39339,5,Shanghai Dragons,Oasis,5100,Qualifiers,Control
39340,1,Los Angeles Valiant,Nepal,6660,Qualifiers,Control
39340,2,Los Angeles Valiant,Eichenwalde,6660,Qualifiers,Hybrid
39340,3,Los Angeles Valiant,Dorado,6660,Qualifiers,Escort
39340,4,Los Angeles Valiant,Colosseo,6660,Qualifiers,Push
39340,5,Los Angeles Valiant,Ilios,6660,Qualifiers,Control
39341,1,Seoul Dynasty,Oasis,4560,Qualifiers,Control
39341,2,Seoul Dynasty,Paraíso,4560,Qualifiers,Hybrid
39341,3,Seoul Dynasty,Circuit royal,4560,Qualifiers,Escort
39307,1,Dallas Fuel,Lijiang Tower,3780,Qualifiers,Control
39307,2,Dallas Fuel,Eichenwalde,3780,Qualifiers,Hybrid
39307,3,Dallas Fuel,Dorado,3780,Qualifiers,Escort
39308,1,Washington Justice,Nepal,4500,Qualifiers,Control
39308,2,Washington Justice,Paraíso,4500,Qualifiers,Hybrid
39308,3,Washington Justice,Junkertown,4500,Qualifiers,Escort
39308,4,Washington Justice,Colosseo,4500,Qualifiers,Push
39309,1,San Francisco Shock,Lijiang Tower,6360,Qualifiers,Control
39309,2,San Francisco Shock,Paraíso,6360,Qualifiers,Hybrid
39309,3,San Francisco Shock,Junkertown,6360,Qualifiers,Escort
39309,4,San Francisco Shock,Colosseo,6360,Qualifiers,Push
39309,5,San Francisco Shock,Oasis,6360,Qualifiers,Control
39342,1,Guangzhou Charge,Lijiang Tower,6000,Qualifiers,Control
39342,2,Guangzhou Charge,Eichenwalde,6000,Qualifiers,Hybrid
39342,3,Guangzhou Charge,Dorado,6000,Qualifiers,Escort
39342,4,Guangzhou Charge,Colosseo,6000,Qualifiers,Push
39342,5,Guangzhou Charge,Oasis,6000,Qualifiers,Control
39343,1,Los Angeles Valiant,Ilios,5820,Qualifiers,Control
39343,2,Los Angeles Valiant,King's Row,5820,Qualifiers,Hybrid
39343,3,Los Angeles Valiant,Circuit royal,5820,Qualifiers,Escort
39343,4,Los Angeles Valiant,New Queen Street,5820,Qualifiers,Push
39343,5,Los Angeles Valiant,Busan,5820,Qualifiers,Control
39310,1,Los Angeles Gladiators,Busan,6420,Qualifiers,Control
39310,2,Los Angeles Gladiators,Eichenwalde,6420,Qualifiers,Hybrid
39310,3,Los Angeles Gladiators,Route 66,6420,Qualifiers,Escort
39310,4,Los Angeles Gladiators,New Queen Street,6420,Qualifiers,Push
39310,5,Los Angeles Gladiators,Lijiang Tower,6420,Qualifiers,Control
39311,1,Atlanta Reign,Oasis,2940,Qualifiers,Control
39311,2,Atlanta Reign,Eichenwalde,2940,Qualifiers,Hybrid
39311,3,Atlanta Reign,Route 66,2940,Qualifiers,Escort
39312,1,Vancouver Titans,Lijiang Tower,4620,Qualifiers,Control
39312,2,Vancouver Titans,Eichenwalde,4620,Qualifiers,Hybrid
39312,3,Vancouver Titans,Route 66,4620,Qualifiers,Escort
39312,4,Vancouver Titans,New Queen Street,4620,Qualifiers,Push
39344,1,Hangzhou Spark,Oasis,5760,Qualifiers,Control
39344,2,Hangzhou Spark,Eichenwalde,5760,Qualifiers,Hybrid
39344,3,Hangzhou Spark,Circuit royal,5760,Qualifiers,Escort
39344,4,Hangzhou Spark,Colosseo,5760,Qualifiers,Push
39344,5,Hangzhou Spark,Nepal,5760,Qualifiers,Control
39345,1,Guangzhou Charge,Ilios,4680,Qualifiers,Control
39345,2,Guangzhou Charge,Paraíso,4680,Qualifiers,Hybrid
39345,3,Guangzhou Charge,Junkertown,4680,Qualifiers,Escort
39345,4,Guangzhou Charge,Colosseo,4680,Qualifiers,Push
39315,1,Houston Outlaws,Lijiang Tower,3960,Qualifiers,Control
39315,2,Houston Outlaws,Paraíso,3960,Qualifiers,Hybrid
39315,3,Houston Outlaws,Junkertown,3960,Qualifiers,Escort
39314,1,Washington Justice,Busan,6120,Qualifiers,Control
39314,2,Washington Justice,King's Row,6120,Qualifiers,Hybrid
39314,3,Washington Justice,Circuit royal,6120,Qualifiers,Escort
39314,4,Washington Justice,New Queen Street,6120,Qualifiers,Push
39314,5,Washington Justice,Lijiang Tower,6120,Qualifiers,Control
39313,1,Florida Mayhem,Busan,5220,Qualifiers,Control
39313,2,Florida Mayhem,Paraíso,5220,Qualifiers,Hybrid
39313,3,Florida Mayhem,Circuit royal,5220,Qualifiers,Escort
39313,4,Florida Mayhem,Colosseo,5220,Qualifiers,Push
39313,5,Florida Mayhem,Lijiang Tower,5220,Qualifiers,Control
39346,1,Guangzhou Charge,Busan,3660,Qualifiers,Control
39346,2,Guangzhou Charge,Eichenwalde,3660,Qualifiers,Hybrid
39346,3,Guangzhou Charge,Junkertown,3660,Qualifiers,Escort
39347,1,Shanghai Dragons,Busan,2880,Qualifiers,Control
39347,2,Shanghai Dragons,King's Row,2880,Qualifiers,Hybrid
39347,3,Shanghai Dragons,Dorado,2880,Qualifiers,Escort
39348,1,Philadelphia Fusion,Ilios,3420,Qualifiers,Control
39348,2,Philadelphia Fusion,Paraíso,3420,Qualifiers,Hybrid
39348,3,Philadelphia Fusion,Route 66,3420,Qualifiers,Escort
39348,4,Philadelphia Fusion,New Queen Street,3420,Qualifiers,Push
39316,1,Atlanta Reign,Oasis,6060,Qualifiers,Control
39316,2,Atlanta Reign,King's Row,6060,Qualifiers,Hybrid
39316,3,Atlanta Reign,Dorado,6060,Qualifiers,Escort
39316,4,Atlanta Reign,New Queen Street,6060,Qualifiers,Push
39316,5,Atlanta Reign,Nepal,6060,Qualifiers,Control
39317,1,Los Angeles Gladiators,Ilios,4800,Qualifiers,Control
39317,2,Los Angeles Gladiators,Paraíso,4800,Qualifiers,Hybrid
39317,3,Los Angeles Gladiators,Junkertown,4800,Qualifiers,Escort
39317,4,Los Angeles Gladiators,Colosseo,4800,Qualifiers,Push
39318,1,Houston Outlaws,Oasis,5280,Qualifiers,Control
39318,2,Houston Outlaws,Paraíso,5280,Qualifiers,Hybrid
39318,3,Houston Outlaws,Circuit royal,5280,Qualifiers,Escort
39318,4,Houston Outlaws,New Queen Street,5280,Qualifiers,Push
39349,1,Shanghai Dragons,Oasis,3480,Qualifiers,Control
39349,2,Shanghai Dragons,Eichenwalde,3480,Qualifiers,Hybrid
39349,3,Shanghai Dragons,Junkertown,3480,Qualifiers,Escort
39350,1,Seoul Dynasty,Nepal,5880,Qualifiers,Control
39350,2,Seoul Dynasty,King's Row,5880,Qualifiers,Hybrid
39350,3,Seoul Dynasty,Route 66,5880,Qualifiers,Escort
39350,4,Seoul Dynasty,New Queen Street,5880,Qualifiers,Push
39350,5,Seoul Dynasty,Ilios,5880,Qualifiers,Control
39319,1,Vancouver Titans,Oasis,4680,Qualifiers,Control
39319,2,Vancouver Titans,King's Row,4680,Qualifiers,Hybrid
39319,3,Vancouver Titans,Dorado,4680,Qualifiers,Escort
39319,4,Vancouver Titans,New Queen Street,4680,Qualifiers,Push
39319,5,Vancouver Titans,Nepal,4680,Qualifiers,Control
39320,1,Dallas Fuel,Busan,4500,Qualifiers,Control
39320,2,Dallas Fuel,Eichenwalde,4500,Qualifiers,Hybrid
39320,3,Dallas Fuel,Junkertown,4500,Qualifiers,Escort
39320,4,Dallas Fuel,New Queen Street,4500,Qualifiers,Push
39321,1,Los Angeles Gladiators,Ilios,3780,Qualifiers,Control
39321,2,Los Angeles Gladiators,Paraíso,3780,Qualifiers,Hybrid
39321,3,Los Angeles Gladiators,Dorado,3780,Qualifiers,Escort
39321,4,Los Angeles Gladiators,Colosseo,3780,Qualifiers,Push
39322,1,London Spitfire,Busan,3900,Qualifiers,Control
39322,2,London Spitfire,Paraíso,3900,Qualifiers,Hybrid
39322,3,London Spitfire,Route 66,3900,Qualifiers,Escort
39323,1,San Francisco Shock,Ilios,3120,Qualifiers,Control
39323,2,San Francisco Shock,Eichenwalde,3120,Qualifiers,Hybrid
39323,3,San Francisco Shock,Route 66,3120,Qualifiers,Escort
39324,1,Florida Mayhem,Ilios,3120,Qualifiers,Control
39324,2,Florida Mayhem,Eichenwalde,3120,Qualifiers,Hybrid
39324,3,Florida Mayhem,Junkertown,3120,Qualifiers,Escort
39325,1,San Francisco Shock,Nepal,5820,Qualifiers,Control
39325,2,San Francisco Shock,King's Row,5820,Qualifiers,Hybrid
39325,3,San Francisco Shock,Circuit royal,5820,Qualifiers,Escort
39325,4,San Francisco Shock,Colosseo,5820,Qualifiers,Push
39325,5,San Francisco Shock,Ilios,5820,Qualifiers,Control
39326,1,Boston Uprising,Lijiang Tower,4260,Qualifiers,Control
39326,2,Boston Uprising,Eichenwalde,4260,Qualifiers,Hybrid
39326,3,Boston Uprising,Circuit royal,4260,Qualifiers,Escort
39326,4,Boston Uprising,New Queen Street,4260,Qualifiers,Push
39327,1,Florida Mayhem,Nepal,4860,Qualifiers,Control
39327,2,Florida Mayhem,Eichenwalde,4860,Qualifiers,Hybrid
39327,3,Florida Mayhem,Dorado,4860,Qualifiers,Escort
39327,4,Florida Mayhem,New Queen Street,4860,Qualifiers,Push
39328,1,Boston Uprising,Busan,3960,Qualifiers,Control
39328,2,Boston Uprising,King's Row,3960,Qualifiers,Hybrid
39328,3,Boston Uprising,Junkertown,3960,Qualifiers,Escort
39328,4,Boston Uprising,New Queen Street,3960,Qualifiers,Push
39329,1,Toronto Defiant,Ilios,4260,Qualifiers,Control
39329,2,Toronto Defiant,King's Row,4260,Qualifiers,Hybrid
39329,3,Toronto Defiant,Dorado,4260,Qualifiers,Escort
39329,4,Toronto Defiant,Colosseo,4260,Qualifiers,Push
